zone_id,hour_of_day,day_of_week,vessel_count,avg_draft_m,weather_wind_knots,weather_visibility_nm,tide_height_m,quay_crane_utilization,yard_occupancy_pct,congestion_index
C,10,2,12,9.62,5.6,5.0,3.46,0.495,0.619,59.36
C,15,1,14,10.22,11.9,4.7,1.63,0.622,0.479,73.17
C,13,1,7,11.44,5.6,5.1,1.68,0.724,0.699,69.93
C,17,1,7,10.54,8.2,7.2,2.5,0.703,0.52,55.87
C,7,1,8,10.06,25.2,6.3,2.49,0.706,0.407,59.78
C,0,2,7,9.16,20.2,6.5,3.02,0.347,0.428,42.51
C,10,2,6,8.72,2.0,5.2,2.09,0.798,0.941,73.06
C,20,6,9,9.35,17.7,10.3,3.93,0.734,0.502,59.0
C,14,5,8,8.36,9.8,9.5,4.44,0.685,0.745,62.84
C,0,1,6,11.03,9.0,4.2,5.4,0.393,0.552,46.13
C,8,5,7,9.2,6.1,9.4,4.7,0.699,0.58,58.23
C,14,3,6,10.25,10.4,6.8,2.65,0.692,0.585,53.32
C,20,5,10,10.22,18.3,7.8,4.46,0.603,0.805,69.02
C,0,4,7,9.99,15.5,1.5,3.29,0.364,0.558,56.62
C,10,1,7,11.17,10.6,8.9,2.28,0.383,0.7,51.62
C,7,5,5,11.8,17.2,5.2,3.35,0.73,0.411,46.34
C,13,2,10,9.51,20.1,6.9,3.13,0.496,0.869,72.27
C,4,6,4,9.53,14.9,8.6,3.22,0.05,0.448,25.82
C,8,0,3,10.18,9.7,6.4,2.84,0.611,0.697,50.84
C,0,6,6,9.69,21.1,6.9,3.43,0.334,0.467,39.85
C,3,2,4,9.18,15.6,8.4,2.18,0.439,0.381,33.35
C,13,0,10,10.67,48.0,8.4,2.55,0.39,0.636,92.96
C,1,5,4,10.38,14.4,7.4,4.69,0.532,0.31,33.55
C,9,6,9,9.4,10.2,7.6,4.08,0.829,0.615,67.09
C,9,3,8,9.33,35.3,3.5,3.34,0.317,0.481,70.73
C,5,5,6,11.29,3.7,7.5,3.28,0.442,0.438,42.11
C,2,4,9,11.02,4.6,7.3,3.06,0.468,0.574,56.53
C,16,2,8,10.9,6.9,6.8,5.4,0.587,0.852,63.03
C,19,6,8,8.88,19.1,7.0,3.7,0.698,0.506,58.98
C,23,4,5,10.0,10.2,5.6,4.08,0.542,0.473,42.67
C,3,3,6,11.04,16.9,8.6,0.9,0.354,0.18,43.09
C,16,0,12,9.82,8.8,4.1,4.05,0.712,0.653,75.2
C,2,6,3,9.72,24.8,8.3,1.37,0.472,0.686,65.23
C,17,4,8,8.82,12.8,10.0,4.45,0.732,0.685,61.12
C,15,4,10,11.59,13.4,6.9,2.96,0.6,0.53,56.6
C,6,0,9,9.92,11.1,7.4,1.33,0.598,0.776,77.69
C,14,1,8,11.65,14.4,8.7,1.85,0.647,0.666,72.81
C,21,3,6,9.19,3.9,8.3,3.67,0.553,0.474,45.48
C,0,4,3,11.91,33.6,7.7,2.43,0.462,0.515,53.32
C,13,1,6,10.36,6.6,7.1,1.08,0.731,0.737,74.51
C,18,3,6,9.64,17.3,8.3,5.4,0.41,0.675,47.25
C,3,6,3,12.65,10.2,9.3,3.82,0.432,0.622,39.46
C,23,6,5,11.24,12.7,4.8,4.22,0.467,0.555,45.18
C,16,4,6,12.04,14.9,9.3,2.13,0.576,0.604,48.7
D,21,6,7,15.84,10.6,8.2,3.37,0.106,0.566,44.49
D,10,0,8,14.33,6.5,8.6,1.97,0.685,0.699,75.34
D,12,3,5,14.01,13.9,12.0,3.18,0.713,0.641,55.51
D,22,0,1,16.11,10.7,7.9,4.34,0.05,0.293,14.35
D,8,4,6,15.88,9.7,10.2,2.94,0.395,0.723,51.78
D,16,1,8,16.06,6.4,8.1,3.13,0.497,0.333,44.98
D,20,2,6,16.18,8.8,8.4,2.81,0.423,0.417,40.34
D,17,1,7,16.27,2.4,7.0,2.3,0.296,0.601,48.95
D,9,5,5,14.31,14.0,9.7,4.06,0.488,0.594,44.66
D,3,5,6,13.09,4.3,10.3,3.02,0.255,0.708,46.47
D,2,4,3,14.14,6.3,8.1,3.66,0.271,0.48,34.19
D,9,1,6,14.27,9.4,7.7,1.85,0.567,0.652,63.42
D,2,6,2,16.09,10.2,8.1,2.16,0.28,0.339,26.68
D,11,6,5,16.5,21.0,9.2,3.58,0.453,0.522,42.11
D,14,5,7,13.26,7.7,4.9,0.9,0.183,0.776,62.18
D,12,2,8,15.48,7.6,9.8,2.13,0.479,0.744,55.97
D,3,0,4,14.26,10.7,7.5,3.62,0.237,0.125,17.58
D,20,5,3,15.77,16.7,8.8,1.04,0.34,0.7,55.08
D,21,3,3,14.69,9.0,6.5,2.07,0.177,0.465,29.85
D,16,4,7,14.26,8.4,5.4,4.0,0.286,0.538,46.97
D,8,6,7,14.96,12.9,6.8,5.4,0.644,0.749,61.16
D,0,6,2,16.5,11.7,8.5,4.12,0.333,0.238,19.93
D,13,1,4,16.5,13.4,9.0,5.4,0.327,0.598,39.84
D,13,5,7,15.79,4.0,4.2,3.08,0.528,0.621,58.33
D,17,6,4,14.43,19.8,4.2,4.14,0.481,0.326,36.22
D,20,5,7,14.98,24.0,4.6,4.07,0.593,0.472,55.22
D,15,3,5,13.41,8.8,8.0,2.26,0.556,0.66,50.23
D,6,0,6,15.42,33.4,9.2,3.19,0.685,0.653,75.25
D,1,5,1,13.91,5.7,4.8,3.14,0.086,0.444,25.86
D,9,5,5,15.48,4.8,7.9,5.4,0.735,0.742,59.31
D,0,2,3,14.99,5.7,6.6,3.05,0.216,0.692,38.35
D,9,2,7,15.64,14.3,7.1,3.39,0.344,0.658,48.56
D,7,4,7,16.5,7.5,6.6,2.14,0.637,0.508,51.69
D,2,5,2,14.69,26.1,7.5,2.81,0.162,0.27,27.36
D,5,2,2,14.6,13.2,6.1,2.88,0.184,0.36,22.32
D,9,1,8,14.28,7.3,12.0,2.0,0.481,0.647,54.61
D,17,5,6,15.07,27.3,9.0,3.26,0.31,0.453,52.33
D,8,1,3,14.6,3.1,5.6,1.66,0.605,0.6,58.22
D,9,4,4,15.22,9.6,10.0,3.7,0.487,0.729,51.58
D,16,6,6,16.5,14.3,6.2,3.35,0.291,0.586,40.76
D,12,0,5,14.97,7.8,7.0,3.7,0.461,0.359,39.03
D,12,0,8,14.13,8.1,12.0,4.21,0.583,0.42,49.56
D,14,0,6,14.13,10.7,9.4,3.56,0.509,0.419,43.96
D,23,0,5,13.35,3.6,8.0,3.84,0.108,0.556,36.42
D,17,6,6,16.5,8.8,6.1,4.1,0.562,0.611,55.08
D,19,3,4,16.5,13.5,8.1,2.47,0.644,0.538,46.29
D,14,0,8,14.54,3.5,6.9,2.56,0.443,0.671,52.01
D,6,5,6,15.85,11.6,7.1,4.18,0.725,0.709,59.2
D,23,0,3,13.87,12.7,6.1,2.98,0.335,0.545,37.33
D,22,3,1,15.32,8.6,7.9,2.07,0.283,0.425,23.15
D,1,1,3,14.91,24.3,8.4,3.9,0.358,0.372,38.22
D,6,3,8,15.53,7.6,4.6,3.7,0.183,0.375,35.01
D,3,1,4,15.99,3.2,6.6,3.01,0.258,0.337,28.77
D,4,4,2,14.91,7.4,7.8,2.92,0.328,0.644,37.76
D,17,6,7,15.57,10.1,6.8,4.03,0.562,0.513,48.99
D,8,4,6,12.32,18.8,4.0,4.36,0.287,0.582,46.25
D,16,1,7,14.92,4.8,3.9,0.9,0.545,0.659,70.04
D,23,2,1,15.37,12.5,8.2,2.65,0.331,0.353,28.77
D,16,2,7,13.47,18.2,3.9,3.35,0.45,0.476,48.61
D,18,1,7,14.92,12.0,5.3,3.68,0.376,0.759,54.8
D,16,1,8,16.23,16.1,6.8,2.72,0.512,0.682,60.6
D,13,3,7,15.83,11.3,9.0,1.74,0.342,0.51,58.54
D,12,6,8,14.14,14.5,8.8,3.88,0.443,0.747,57.41
D,3,2,2,13.15,5.8,9.4,3.69,0.265,0.235,18.72
D,13,4,4,15.39,7.9,7.0,3.93,0.409,0.628,44.28
D,15,4,6,14.22,8.7,4.3,1.46,0.279,0.552,53.65
D,16,6,6,16.5,17.0,6.3,2.58,0.448,0.454,41.09
D,9,0,4,16.5,7.0,7.1,2.74,0.469,0.566,42.42
D,3,3,5,13.74,15.1,7.8,3.54,0.087,0.497,32.58
D,3,5,5,15.59,9.9,6.6,1.39,0.294,0.449,48.88
D,16,4,8,14.87,37.3,5.7,5.4,0.085,0.764,70.33
D,8,6,5,13.82,11.7,10.1,2.25,0.456,0.599,46.94
D,15,0,5,15.14,10.3,9.3,3.3,0.133,0.566,39.74
D,7,1,6,14.37,7.0,6.3,3.9,0.474,0.479,40.75
D,4,6,6,16.5,29.2,7.3,2.08,0.05,0.426,43.34
D,9,1,8,13.26,6.1,7.4,1.71,0.383,0.681,66.13
D,3,0,1,16.04,12.3,6.5,4.82,0.379,0.627,32.69
D,4,4,3,14.99,6.2,4.3,4.01,0.19,0.411,28.85
D,0,1,1,14.48,16.9,6.7,3.89,0.14,0.26,14.85
D,5,5,4,13.67,27.3,7.4,2.83,0.078,0.357,32.86
D,17,1,6,16.5,8.3,7.6,3.59,0.571,0.766,56.12
D,4,3,2,16.5,26.2,5.7,5.3,0.185,0.463,37.0
D,19,5,5,14.58,19.8,8.3,3.63,0.609,0.862,59.3
D,13,2,6,14.04,14.7,5.7,3.52,0.554,0.655,51.97
D,4,6,3,13.18,12.9,5.9,3.07,0.231,0.41,26.07
D,8,0,5,15.13,25.7,3.3,4.64,0.31,0.75,60.88
D,15,4,6,14.14,15.3,8.5,3.11,0.479,0.64,48.86
D,3,5,4,13.71,19.9,5.5,2.55,0.354,0.583,40.01
D,0,1,3,15.59,33.4,9.6,3.92,0.05,0.277,34.07
D,11,1,7,15.34,18.5,3.0,4.15,0.325,0.578,51.48
D,13,4,6,16.43,15.3,9.5,3.96,0.325,0.411,40.77
D,18,0,2,14.83,23.0,7.3,3.26,0.404,0.528,35.88
D,9,2,7,16.27,8.4,7.7,0.9,0.541,0.326,54.61
D,16,6,6,14.94,11.5,8.0,4.99,0.324,0.882,56.99
D,22,1,1,16.14,12.4,8.5,1.95,0.166,0.581,38.91
D,2,4,1,13.77,10.9,7.4,3.34,0.089,0.304,17.09
D,18,4,6,14.89,14.1,4.4,1.5,0.617,0.781,73.33
D,1,4,3,15.31,9.8,7.8,1.62,0.05,0.713,47.49
D,21,2,3,16.04,8.3,6.5,3.85,0.362,0.418,35.07
D,10,4,9,15.39,13.8,6.3,3.97,0.428,0.687,58.46
D,19,5,6,14.92,12.6,5.4,4.45,0.506,0.436,42.71
D,8,6,7,16.5,5.6,8.1,3.62,0.425,0.584,46.59
D,2,1,1,16.26,9.2,9.4,4.23,0.357,0.616,36.77
D,21,5,1,14.5,9.8,9.4,1.59,0.088,0.251,28.63
D,3,5,5,14.02,21.5,4.3,4.38,0.05,0.648,38.65
D,20,2,4,16.5,25.8,5.9,4.56,0.382,0.666,51.06
D,10,2,7,13.68,20.6,6.0,1.75,0.395,0.582,61.51
D,8,5,4,14.28,15.7,8.3,1.96,0.451,0.51,54.43
D,1,6,6,13.6,4.4,5.0,1.4,0.147,0.536,47.87
D,4,0,4,15.27,12.7,4.4,2.2,0.332,0.547,40.98
D,0,2,3,15.35,15.1,7.8,4.66,0.229,0.538,34.54
D,21,3,1,13.42,2.5,9.3,4.2,0.091,0.55,27.89
D,16,6,4,15.2,13.7,7.0,3.22,0.197,0.67,41.58
D,21,5,1,14.07,10.3,9.7,4.97,0.139,0.313,15.14
D,19,0,8,15.61,4.3,3.6,2.7,0.838,0.553,62.88
D,12,6,6,14.15,29.5,12.0,1.91,0.581,0.757,79.36
D,0,4,2,11.91,16.1,7.4,3.32,0.155,0.52,30.97
D,7,2,6,16.32,5.3,5.8,2.7,0.563,0.525,46.13
D,12,0,9,15.1,26.5,6.3,0.9,0.618,0.598,80.18
D,8,4,7,15.74,7.4,5.2,4.4,0.319,0.725,54.76
D,19,6,5,14.42,8.9,8.1,3.49,0.424,0.629,48.27
D,5,0,2,15.98,10.8,7.7,3.78,0.05,0.345,18.78
D,18,6,5,16.5,13.4,7.2,4.22,0.561,0.622,50.29
D,11,2,5,16.28,8.4,8.5,3.76,0.553,0.616,46.77
D,9,4,8,16.39,12.4,4.6,4.75,0.349,0.584,50.57
D,3,3,4,15.1,8.2,7.8,1.66,0.05,0.495,37.83
D,6,5,7,13.13,10.5,4.1,3.13,0.359,0.581,47.23
D,12,5,9,14.24,18.3,10.4,2.86,0.616,0.462,57.19
D,6,1,8,15.52,12.3,6.5,5.4,0.485,0.675,56.85
D,22,4,3,12.58,16.7,8.0,3.02,0.2,0.364,25.78
D,1,2,4,14.17,9.6,6.3,4.38,0.213,0.336,25.27
D,15,5,7,13.38,12.1,5.5,3.6,0.513,0.722,57.45
D,3,4,3,16.5,26.0,6.9,3.06,0.05,0.395,31.54
D,6,4,4,14.85,5.2,2.1,2.21,0.52,0.413,45.04
D,8,1,5,13.6,19.5,6.1,2.7,0.212,0.733,45.49
D,5,3,2,14.48,3.7,7.2,3.16,0.278,0.438,28.01
D,3,6,4,15.52,18.5,7.3,1.8,0.437,0.613,55.68
D,15,4,7,15.57,10.7,7.6,5.4,0.652,0.791,64.65
D,10,0,5,14.4,12.8,8.4,4.41,0.682,0.618,51.01
D,9,6,8,16.5,10.3,9.6,3.96,0.458,0.764,60.54
D,15,1,6,15.45,10.2,7.1,2.36,0.459,0.749,53.09
D,16,1,8,13.78,14.2,5.1,2.58,0.546,0.554,52.27
D,3,0,2,13.24,13.2,5.7,4.77,0.572,0.459,38.99
D,10,3,5,13.39,22.6,3.8,2.85,0.338,0.8,56.73
D,22,6,4,15.82,14.2,7.3,4.75,0.4,0.453,39.89
D,11,4,5,14.49,3.2,8.7,2.52,0.366,0.671,45.65
D,18,2,7,14.91,28.9,8.5,2.41,0.429,0.799,67.59
D,21,6,6,14.05,22.6,9.2,5.16,0.125,0.305,30.61
D,1,6,3,16.5,5.8,3.7,2.35,0.05,0.31,23.41
D,13,5,5,13.64,15.3,7.6,4.47,0.481,0.539,43.34
D,6,1,6,14.5,11.2,12.0,3.43,0.373,0.623,52.84
D,15,0,5,15.24,5.6,10.3,3.28,0.677,0.614,51.31
D,21,3,6,16.5,13.3,4.3,3.35,0.053,0.454,34.18
D,15,1,5,15.15,7.0,7.6,2.73,0.557,0.66,52.13
D,4,6,1,15.66,18.6,9.7,3.85,0.366,0.299,25.28
D,16,1,6,15.19,13.2,6.5,1.28,0.323,0.466,48.41
D,16,2,4,14.1,13.4,10.4,3.52,0.464,0.685,47.08
D,14,0,7,15.03,4.1,8.7,4.87,0.629,0.317,45.16
D,6,3,7,16.33,8.9,4.2,4.54,0.703,0.754,68.84
D,20,3,8,14.48,6.4,7.0,1.32,0.627,0.634,71.28
D,10,5,5,12.64,9.0,8.6,4.32,0.348,0.661,44.89
D,11,2,8,14.43,6.8,9.7,2.24,0.392,0.323,38.74
D,1,4,2,13.82,15.2,8.9,3.11,0.129,0.495,28.91
D,13,0,7,15.13,15.7,8.3,3.92,0.476,0.389,43.39
D,5,5,5,14.99,7.6,4.6,5.4,0.054,0.364,25.66
D,11,6,7,12.76,11.0,8.3,3.38,0.307,0.655,49.53
D,18,2,6,16.36,17.5,5.2,2.12,0.342,0.594,43.75
D,11,1,6,16.5,21.3,8.7,4.29,0.587,0.585,49.82
D,8,1,4,15.44,14.0,5.5,3.49,0.411,0.525,42.1
D,21,5,4,14.66,3.5,6.1,4.34,0.257,0.492,32.41
D,6,3,8,16.05,9.3,11.4,3.58,0.57,0.638,55.69
D,14,4,5,15.79,6.9,7.0,2.81,0.263,0.709,44.43
D,1,4,7,15.9,12.3,9.0,3.54,0.507,0.646,53.42
D,19,6,7,13.14,21.2,6.3,2.75,0.348,0.766,55.6
D,8,1,7,16.5,15.3,7.9,1.36,0.458,0.617,65.05
D,22,1,2,15.0,36.0,6.6,2.42,0.05,0.529,44.91
D,19,1,6,15.64,18.4,9.4,3.02,0.683,0.465,49.57
D,2,2,2,15.18,4.7,7.3,4.77,0.233,0.316,21.35
D,15,6,3,14.27,11.6,6.9,3.32,0.438,0.578,40.56
D,15,3,5,16.44,20.0,5.3,2.8,0.506,0.23,32.75
D,21,2,5,16.5,20.2,12.0,4.04,0.224,0.545,37.29
D,9,0,7,14.88,16.0,9.8,3.82,0.58,0.776,60.46
D,18,1,3,13.71,18.3,7.1,3.65,0.334,0.524,35.31
D,20,0,3,14.27,2.9,5.6,2.97,0.461,0.489,38.67
D,17,0,8,16.5,19.0,10.7,1.56,0.594,0.584,67.89
D,16,3,5,14.81,21.7,5.6,2.32,0.395,0.653,49.42
D,9,6,4,15.15,17.0,10.2,2.75,0.56,0.654,50.11
D,9,0,9,14.21,9.6,10.8,2.52,0.302,0.702,56.77
D,22,6,3,13.91,11.9,11.3,3.26,0.111,0.378,21.62
D,0,6,5,16.5,8.7,8.5,1.23,0.05,0.36,40.17
D,14,0,6,13.43,8.2,11.2,3.32,0.394,0.565,42.98
D,11,5,4,14.24,21.8,4.6,3.87,0.695,0.645,58.56
D,17,1,6,15.19,21.1,7.9,3.42,0.531,0.773,61.62
D,14,1,3,15.76,4.2,7.6,4.89,0.46,0.814,54.86
D,18,5,6,13.01,5.0,6.7,3.29,0.453,0.769,52.05
D,7,2,7,16.11,7.2,9.5,4.4,0.563,0.52,54.47
D,11,3,5,16.16,25.7,9.1,4.2,0.511,0.485,49.63
D,4,2,1,16.12,32.5,4.9,3.89,0.053,0.375,35.28
D,20,5,5,15.64,12.5,9.6,4.1,0.236,0.601,42.62
D,19,3,5,16.5,11.8,8.7,3.63,0.503,0.634,49.67
D,1,0,3,13.76,15.9,9.7,4.1,0.356,0.534,36.69
D,11,1,3,15.69,37.6,9.8,0.9,0.307,0.562,71.11
D,13,3,6,14.76,12.3,8.3,2.98,0.381,0.297,33.02
D,23,0,6,15.76,15.0,6.7,2.93,0.05,0.455,30.51
D,22,4,1,12.01,20.0,9.1,3.28,0.05,0.566,21.05
D,8,3,6,15.5,8.2,7.3,3.44,0.359,0.563,44.75
D,2,3,5,15.98,10.7,8.1,2.01,0.289,0.489,36.9
D,21,0,1,15.13,3.9,6.4,5.4,0.172,0.495,26.16
D,13,1,5,16.5,13.1,5.9,3.02,0.524,0.837,58.82
D,17,5,6,16.5,24.4,6.7,3.65,0.509,0.806,67.6
D,16,0,6,15.36,2.5,7.8,3.22,0.398,0.814,55.22
D,0,2,5,12.3,23.0,10.8,2.46,0.236,0.432,35.99
D,23,5,2,15.14,15.5,5.6,3.32,0.412,0.531,37.41
D,22,0,3,15.03,13.9,10.7,2.97,0.166,0.466,24.79
D,8,4,6,15.86,26.1,8.8,2.74,0.441,0.909,69.73
D,3,5,2,14.67,14.8,8.4,2.67,0.077,0.548,27.93
D,10,4,6,13.32,25.5,6.7,3.2,0.503,0.737,60.82
D,19,1,5,15.11,10.0,7.5,3.51,0.384,0.858,58.05
D,4,6,4,16.5,7.6,5.1,3.23,0.186,0.345,27.74
D,15,5,4,13.92,6.6,5.8,2.74,0.407,0.654,45.31
D,5,3,1,14.37,7.4,8.3,4.81,0.154,0.805,37.19
D,12,0,5,15.42,30.0,11.5,3.44,0.458,0.513,52.55
D,10,4,5,15.43,15.9,7.7,3.7,0.346,0.694,48.74
D,9,4,6,15.29,13.6,8.4,3.26,0.404,0.456,39.84
D,20,6,5,14.48,30.3,10.7,3.91,0.095,0.541,45.01
D,3,2,4,15.36,9.9,6.9,2.86,0.148,0.618,34.88
D,20,3,7,16.17,10.3,6.8,3.3,0.214,0.581,41.56
D,21,5,1,13.74,10.4,7.4,2.74,0.117,0.569,26.42
D,15,3,5,16.23,3.6,11.1,4.53,0.321,0.49,39.1
D,15,3,8,15.6,22.1,3.7,2.63,0.531,0.768,69.5
D,8,4,5,14.3,24.3,5.8,1.16,0.365,0.811,68.81
D,14,2,5,13.87,12.1,9.6,3.71,0.444,0.63,46.61
D,20,2,8,14.13,7.4,5.9,1.62,0.305,0.575,61.78
D,21,3,3,15.44,33.3,6.0,3.31,0.288,0.241,44.01
D,22,2,2,15.57,5.2,4.3,2.69,0.182,0.445,29.79
D,15,6,4,15.35,14.3,4.4,3.35,0.576,0.535,47.48
D,15,0,6,13.15,14.4,4.0,2.22,0.473,0.599,52.96
D,18,2,7,14.43,13.6,3.3,3.8,0.34,0.792,58.21
D,4,2,1,14.22,12.1,10.6,3.36,0.24,0.286,16.23
D,9,6,5,16.48,15.3,7.8,3.69,0.115,0.496,33.69
D,21,3,4,14.72,12.5,6.6,1.75,0.05,0.218,34.79
D,20,5,6,14.74,9.1,4.8,3.83,0.722,0.558,56.52
D,18,0,5,15.57,11.8,6.3,3.32,0.304,0.796,50.13
D,7,2,7,16.37,16.8,7.4,1.78,0.62,0.775,77.63
D,6,2,5,13.01,3.8,11.5,3.41,0.424,0.791,51.84
D,8,0,7,14.73,10.4,5.9,2.23,0.448,0.514,46.31
D,3,5,3,14.63,16.2,5.7,1.88,0.357,0.43,46.39
D,7,1,5,15.46,5.9,7.5,2.98,0.213,0.505,38.41
D,10,1,7,16.28,16.0,4.8,3.0,0.553,0.6,54.41
D,0,1,4,14.76,5.7,8.2,2.33,0.21,0.53,36.73
D,16,3,5,14.78,3.9,7.1,3.28,0.433,0.621,48.51
D,21,5,5,16.5,5.8,9.4,2.69,0.36,0.461,38.5
D,23,4,1,15.29,9.1,10.1,2.93,0.221,0.376,24.18
D,23,6,4,15.82,31.1,8.8,2.4,0.338,0.377,48.08
D,20,6,7,15.33,4.4,10.6,1.92,0.725,0.745,75.38
D,5,3,3,16.5,5.1,6.2,2.07,0.292,0.475,29.11
D,15,0,6,14.09,26.3,4.3,2.36,0.453,0.392,48.38
D,1,2,5,14.79,20.8,6.7,3.36,0.192,0.358,31.51
D,3,0,4,13.52,15.4,10.3,2.21,0.05,0.545,30.53
D,8,1,5,14.6,12.6,10.3,5.19,0.335,0.641,44.0
D,15,4,6,15.69,15.4,9.0,4.11,0.462,0.704,52.48
D,3,0,5,12.89,30.3,6.1,4.61,0.293,0.416,49.41
D,5,0,2,14.59,26.0,5.0,3.68,0.411,0.269,34.24
D,12,2,5,16.5,14.7,9.4,4.0,0.505,0.383,42.81
D,20,3,5,14.3,13.4,6.1,4.33,0.319,0.412,38.16
D,11,4,4,14.45,6.5,10.6,1.88,0.422,0.522,52.26
D,3,0,3,16.01,12.6,7.8,3.84,0.13,0.54,30.42
D,8,3,6,14.4,24.0,7.2,2.72,0.343,0.503,48.8
D,6,4,5,14.72,13.2,9.0,3.41,0.484,0.856,55.81
D,20,6,9,13.56,18.2,9.8,2.74,0.443,0.487,49.14
D,5,0,2,15.08,2.8,5.7,3.72,0.262,0.569,32.21
D,23,1,2,14.49,11.1,9.8,5.15,0.05,0.454,22.73
D,6,1,6,16.37,9.6,6.1,2.42,0.33,0.691,46.75
D,5,3,3,14.32,5.9,10.7,2.58,0.242,0.631,36.51
D,23,6,4,14.76,20.8,6.1,1.44,0.176,0.4,41.08
D,5,2,2,15.43,5.8,7.5,2.33,0.068,0.416,21.2
D,13,2,4,13.51,16.0,9.7,3.75,0.495,0.618,48.28
D,14,2,5,15.2,2.4,8.9,2.85,0.576,0.602,51.65
D,17,0,4,14.87,4.2,10.5,3.56,0.455,0.763,50.91
D,18,3,4,16.24,8.3,7.0,2.34,0.415,0.621,46.47
D,16,0,5,14.34,19.1,9.7,2.85,0.328,0.658,44.93
D,16,0,8,14.27,13.7,4.8,2.91,0.44,0.507,48.22
D,17,2,7,14.06,17.0,5.3,3.94,0.17,0.565,41.74
D,12,1,6,13.58,9.5,7.9,2.59,0.394,0.523,47.83
D,9,1,6,14.64,6.9,8.2,3.52,0.412,0.758,52.03
D,8,0,8,15.07,3.4,3.5,5.03,0.543,0.829,65.86
D,16,3,6,15.61,2.7,12.0,4.33,0.592,0.512,49.01
D,17,4,5,14.21,8.1,7.6,3.38,0.261,0.607,40.77
D,3,4,6,13.47,14.7,10.9,3.01,0.05,0.353,32.05
D,17,2,6,16.5,10.6,5.1,3.05,0.606,0.742,58.91
D,11,2,8,15.64,10.7,5.1,3.68,0.315,0.554,45.42
D,22,5,3,13.15,6.7,9.6,2.81,0.161,0.466,28.23
D,2,0,2,15.29,18.2,7.0,3.58,0.332,0.423,31.36
D,19,4,8,15.03,9.8,9.8,3.27,0.496,0.72,60.56
D,12,6,7,14.0,10.0,11.7,1.95,0.357,0.46,55.49
D,20,3,5,15.69,20.6,10.2,2.75,0.358,0.555,40.54
D,6,6,6,15.19,6.5,9.6,2.17,0.257,0.613,45.72
D,4,0,5,16.5,19.3,10.1,2.93,0.138,0.251,24.86
D,22,1,1,15.5,11.4,7.7,1.83,0.26,0.444,39.24
D,22,5,2,14.68,9.7,9.4,1.89,0.318,0.318,38.91
D,13,6,6,15.3,12.3,10.6,3.16,0.457,0.754,51.68
D,6,6,4,16.5,18.2,9.0,3.73,0.516,0.676,49.12
D,2,5,2,15.03,13.3,6.7,1.89,0.268,0.481,42.86
D,1,3,1,16.1,9.6,8.2,4.44,0.099,0.427,23.72
D,18,2,6,15.2,17.8,6.5,1.5,0.4,0.639,63.6
D,21,3,3,15.07,4.5,5.0,3.15,0.276,0.511,35.34
D,20,4,6,14.5,10.3,7.6,3.06,0.619,0.578,52.52
D,3,2,4,15.22,21.2,7.5,3.66,0.21,0.423,27.85
D,19,3,5,16.31,19.7,7.8,2.79,0.468,0.835,56.76
D,3,6,3,16.38,9.7,8.2,4.89,0.282,0.52,32.66
D,16,6,5,13.7,17.5,8.9,2.99,0.399,0.751,51.34
D,8,2,7,15.39,7.1,8.4,3.17,0.644,0.627,58.11
D,16,3,9,15.87,12.7,8.4,1.2,0.553,0.396,61.31
D,6,2,7,16.41,12.6,5.8,2.56,0.405,0.555,47.42
D,15,0,5,12.94,14.9,9.0,4.14,0.496,0.664,51.68
D,3,3,1,15.34,13.5,9.8,3.08,0.223,0.393,25.17
D,8,0,7,15.55,13.1,7.5,3.04,0.632,0.466,49.85
D,4,2,1,14.37,8.6,7.8,2.37,0.301,0.521,29.25
D,16,2,3,16.39,17.2,6.1,2.23,0.673,0.541,47.92
D,5,1,4,13.35,10.9,9.1,2.51,0.14,0.513,31.74
D,21,1,2,14.83,13.0,9.9,4.82,0.413,0.316,27.26
D,22,5,3,12.33,12.4,9.3,4.61,0.21,0.421,31.21
D,12,6,10,13.4,12.1,11.8,3.18,0.448,0.764,63.87
D,11,6,6,15.14,8.1,4.7,2.67,0.263,0.599,47.34
D,23,4,6,15.0,18.3,5.8,5.3,0.174,0.383,31.1
D,5,3,5,16.5,9.6,6.1,3.58,0.578,0.297,34.55
D,0,6,2,15.03,10.4,9.3,4.31,0.051,0.542,25.11
D,4,4,3,15.14,5.7,9.4,3.56,0.491,0.427,36.57
D,10,3,4,13.65,9.2,4.2,3.14,0.558,0.472,45.34
D,11,4,8,14.44,5.6,6.4,3.32,0.688,0.578,58.08
D,12,4,7,16.14,8.4,7.1,2.72,0.477,0.426,46.55
D,11,1,11,16.5,19.7,4.8,4.97,0.394,0.561,61.01
D,19,3,5,16.5,18.3,6.4,4.23,0.678,0.475,48.87
D,2,1,3,14.17,9.4,7.5,3.43,0.323,0.707,40.24
D,6,6,8,16.39,10.7,9.5,4.61,0.338,0.322,39.4
D,5,1,4,14.46,17.3,6.1,2.12,0.05,0.331,23.38
D,15,3,6,12.96,21.6,5.5,1.72,0.78,0.602,73.28
D,18,6,3,14.33,2.7,8.0,1.78,0.481,0.573,55.1
D,6,2,6,12.77,10.5,7.1,4.09,0.548,0.603,55.88
D,12,5,7,15.81,13.3,7.5,3.62,0.548,0.609,56.67
D,15,5,7,15.31,31.5,6.6,3.66,0.469,0.535,63.78
D,8,5,5,13.35,16.3,6.7,2.59,0.603,0.657,54.04
